gene_name	sample	cnval	status
Map3k1	MD7031d	-1	Loss
Map3k1	MD7031e	-1	Loss
Map3k1	MD7031a	-4.32192809488736	Deletion
Map3k1	MD7034a	-1	Loss
Map3k1	MD7037a	-1	Loss
Map3k1	MD7036a	-1	Loss
Map3k1	MD7037c	-1	Loss
Mapk1	MD7031a	-1	Loss
Mark2	MD7032c	-1	Loss
Mark2	MD7035a	-1	Loss
Mark2	MD7031f	-1	Loss
Mark2	MD7031a	-1	Loss
Mark2	MD7033a	-1	Loss
Mark2	MD7030a	-1	Loss
Mark2	MD7031e	-1	Loss
Mark2	MD7031d	-1	Loss
Mark2	MD7031c	-1	Loss
Mark2	MD7040c	-1	Loss
Mb21d2	MD7031a	-1	Loss
Mbd6	MD7032c	-1	Loss
Mbd6	MD7033a	-1	Loss
Mbd6	MD7031a	-1	Loss
Mbd6	MD7035a	-1	Loss
Mbd6	MD7035d	-1	Loss
Mbd6	MD7038d	-1	Loss
Mbd6	MD7037a	-1	Loss
Mbd6	MD7031f	-1	Loss
Mbd6	MD7040c	-1	Loss
Mdn1	MD7035d	-1	Loss
Mdn1	MD7031a	-1	Loss
Mef2b	MD7035d	-1	Loss
Mef2b	MD7031d	-1	Loss
Mef2b	MD7031c	-1	Loss
Mef2b	MD7029a	-1	Loss
Mef2b	MD7035a	-1	Loss
Mef2b	MD7032c	-1	Loss
Mef2b	MD7030a	-4.32192809488736	Deletion
Mef2b	MD7037a	-1	Loss
Mef2b	MD7031a	-1	Loss
Met	MD7031a	-1	Loss
Met	MD7034a	-1	Loss
Mga	MD7031d	-1	Loss
Mia2	MD7039a	-1	Loss
Msh3	MD7030a	-1	Loss
Msh3	MD7029a	-1	Loss
Msh3	MD7035a	-1	Loss
Msh3	MD7035c	-1	Loss
Msh3	MD7035d	-1	Loss
Msh3	MD7035e	-1	Loss
Msh3	MD7038c	-1	Loss
Msh3	MD7038d	-1	Loss
Msh3	MD7040c	-1	Loss
Msh3	MD7032a	-1	Loss
Msh3	MD7032c	-1	Loss
Msh3	MD7033a	-1	Loss
Msh3	MD7040a	-1	Loss
Msh3	MD7031c	-1	Loss
Msh3	MD7031d	-1	Loss
Msh3	MD7031e	-1	Loss
Msh3	MD7039a	-1	Loss
Msh3	MD7031a	-4.32192809488736	Deletion
Msh3	MD7034a	-1	Loss
Msh3	MD7037c	-1	Loss
Msh3	MD7037a	-1	Loss
Msh3	MD7036a	-1	Loss
Mtor	MD7032c	-1	Loss
Mtor	MD7031a	-1	Loss
Mtor	MD7035d	-1	Loss
Myb	MD7031a	-1	Loss
Myd88	MD7031c	1.8073549220576	Amplification
Myd88	MD7038c	2.4594316186373	Amplification
Myd88	MD7034a	1	Gain
Myd88	MD7038d	1.8073549220576	Amplification
Myd88	MD7040c	3.08746284125034	Amplification
Myd88	MD7040a	3.90689059560852	Amplification
Myd88	MD7031d	2.58496250072116	Amplification
Myd88	MD7031f	3.58496250072116	Amplification
Myd88	MD7036a	4.04439411935845	Amplification
Myd88	MD7032c	2.16992500144231	Amplification
Myd88	MD7032a	2.4594316186373	Amplification
Myd88	MD7035c	3	Amplification
Myd88	MD7038a	1	Gain
Myd88	MD7037c	2.32192809488736	Amplification
Ncor2	MD7032c	-1	Loss
Ncor2	MD7040c	-1.44064269829579	Loss
Ncor2	MD7035d	-1.44064269829579	Loss
Ncor2	MD7031a	-1	Loss
Ncor2	MD7037a	-1	Loss
Nefh	MD7028a	-1	Loss
Nf2	MD7028a	-1	Loss
Nf2	MD7037a	-2.16096404744368	Deletion
Nfe2l2	MD7040a	-1	Loss
Nfkbia	MD7039a	-1	Loss
Nfkbie	MD7031e	-1	Loss
Nfkbie	MD7032c	-1	Loss
Nlrc5	MD7031a	-1	Loss
Nlrc5	MD7030a	-1	Loss
Nlrp5	MD7032c	-1	Loss
Nlrp5	MD7037a	-1	Loss
Notch1	MD7032c	-1	Loss
Notch1	MD7035d	-1	Loss
Nsd1	MD7038c	-1	Loss
Nsd1	MD7036a	-1	Loss
Nsd1	MD7029a	-1	Loss
